country,points,price,province,region_1,taster_name,title,variety,winery
France,86,20,Provence,Côtes de Provence,Roger Voss,Château Coussin 2014 La Croix du Prieur Rosé (Côtes de Provence),Rosé,Château Coussin
US,90,22,New York,North Fork of Long Island,Anna Lee C. Iijima,Anthony Nappa 2016 Bordo Antico Rex Farr Vineyards Cabernet Franc (North Fork of Long Island),Cabernet Franc,Anthony Nappa
France,90,52,Champagne,Champagne,NA,Gosset NV Grande Réserve Brut  (Champagne),Champagne Blend,Gosset
Portugal,85,12,Palmela,NA,Roger Voss,Wines & Winemakers 2016 Azul Portugal White (Palmela),Portuguese White,Wines & Winemakers
US,92,45,California,Russian River Valley,Virginie Boone,Lost Canyon 2014 Dutton Ranch Pinot Noir (Russian River Valley),Pinot Noir,Lost Canyon
US,88,22,California,California,Jim Gordon,Spann Vineyards 2013 Mo Zin Red (California),Red Blend,Spann Vineyards
Austria,94,45,Wachau,NA,Anne Krebiehl MW,Pichler-Krutzler 2015 Loibenberg Riesling (Wachau),Riesling,Pichler-Krutzler
Italy,88,12,Tuscany,Chianti Montalbano,Kerin O’Keefe,Cantagallo 2015  Chianti Montalbano,Sangiovese,Cantagallo
US,92,25,California,Happy Canyon of Santa Barbara,Matt Kettmann,Fiddlehead 2011 Sauvignon Blanc (Happy Canyon of Santa Barbara),Sauvignon Blanc,Fiddlehead
Argentina,85,13,Mendoza Province,Mendoza,Michael Schachner,Benegas 2013 Juan Benegas Malbec (Mendoza),Malbec,Benegas
US,96,50,California,Santa Maria Valley,Matt Kettmann,Au Bon Climat 2013 Knox Alexander Estate Bottled Pinot Noir (Santa Maria Valley),Pinot Noir,Au Bon Climat
US,90,18,New York,North Fork of Long Island,Anna Lee C. Iijima,Macari 2015 Rosé (North Fork of Long Island),Rosé,Macari
Italy,88,60,Piedmont,Barolo,Kerin O’Keefe,San Biagio 2012  Barolo,Nebbiolo,San Biagio
US,84,22,California,Amador County,Jim Gordon,Morse 2009 Three Popes Red (Amador County),Rhône-style Red Blend,Morse
Chile,81,10,Central Valley,NA,Michael Schachner,Terra Andina 2012 Bold Cabernet Sauvignon (Central Valley),Cabernet Sauvignon,Terra Andina
South Africa,86,18,Franschhoek,NA,NA,Dieu Donne 2000 Merlot (Franschhoek),Merlot,Dieu Donne
US,84,12,California,Sonoma County,NA,Kenwood 2011 Sauvignon Blanc (Sonoma County),Sauvignon Blanc,Kenwood
US,93,80,California,California,Matt Kettmann,Testarossa 2013 Niclaire Pinot Noir (California),Pinot Noir,Testarossa
US,93,58,California,Russian River Valley,Jim Gordon,Freeman 2013 Keefer Ranch Pinot Noir (Russian River Valley),Pinot Noir,Freeman
Italy,88,50,Tuscany,Brunello di Montalcino,Kerin O’Keefe,Tenuta Vitanza 2011  Brunello di Montalcino,Sangiovese,Tenuta Vitanza
Uruguay,80,10,Juanico,NA,Michael Schachner,Pueblo del Sol 2009 Tannat (Juanico),Tannat,Pueblo del Sol
US,84,20,California,Paso Robles,NA,Wild Coyote 2009 House of Reds Red (Paso Robles),Red Blend,Wild Coyote
Italy,87,18,Northeastern Italy,Trentino,Kerin O’Keefe,La Vis 2013 Ritratti Del Diaol Chardonnay (Trentino),Chardonnay,La Vis
France,92,NA,Beaujolais,Morgon,Roger Voss,Jean-Pierre Large 2015 Les Délys  (Morgon),Gamay,Jean-Pierre Large
Spain,88,19,Northern Spain,Valdeorras,Michael Schachner,Gaba do Xil 2012 Mencía (Valdeorras),Mencía,Gaba do Xil
US,82,14,California,California,Jim Gordon,Quady 2014 Electra Moscato (California),Moscato,Quady
New Zealand,85,18,Martinborough,NA,Joe Czerwinski,Stonecrop 2014 Sauvignon Blanc (Martinborough),Sauvignon Blanc,Stonecrop
Germany,92,72,Rheinhessen,NA,Anna Lee C. Iijima,Wittmann 2014 Westhofen Aulerde Trocken GG Riesling (Rheinhessen),Riesling,Wittmann
France,95,65,Champagne,Champagne,Roger Voss,Duménil 2012 Premier Cru Special Club  (Champagne),Champagne Blend,Duménil
US,87,12,California,California,NA,Parducci 2009 Small Lot Blend Pinot Noir (California),Pinot Noir,Parducci
US,89,50,California,Edna Valley,NA,Talley 2006 Stone Corral Pinot Noir (Edna Valley),Pinot Noir,Talley
Chile,86,14,Colchagua Valley,NA,Michael Schachner,Casa Silva 2011 Angostura Gran Reserva Chardonnay (Colchagua Valley),Chardonnay,Casa Silva
France,87,20,Southwest France,Jurançon Sec,Roger Voss,Château de Jurque 2013 Fantaisie  (Jurançon Sec),Gros and Petit Manseng,Château de Jurque
France,84,10,Beaujolais,Beaujolais,Roger Voss,Barton & Guestier 2011  Beaujolais,Gamay,Barton & Guestier
Argentina,82,16,Mendoza Province,Mendoza,Michael Schachner,Layer Cake 2015 Sea of Stones Red (Mendoza),Red Blend,Layer Cake
Spain,93,243,Northern Spain,Toro,Michael Schachner,Teso La Monja 2008 Alabaster  (Toro),Tinta de Toro,Teso La Monja
Italy,94,150,Tuscany,Toscana,NA,Jacopo Biondi-Santi 2001 Schidione Red (Toscana),Red Blend,Jacopo Biondi-Santi
France,86,120,Champagne,Champagne,Roger Voss,Jacquart 2010 Cuvée Alpha Brut  (Champagne),Champagne Blend,Jacquart
France,85,12,Southwest France,Lot,Roger Voss,Domaine de Cause 2011 Bouquet de Cavagnac Rosé (Lot),Rosé,Domaine de Cause
US,88,44,California,Santa Maria Valley,NA,Belle Glos 2008 Clark & Telephone Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Belle Glos
US,85,25,California,Carneros,NA,Clos du Val 2010 Chardonnay (Carneros),Chardonnay,Clos du Val
US,90,52,California,Santa Lucia Highlands,Matt Kettmann,Tantara 2015 Tondre Chardonnay (Santa Lucia Highlands),Chardonnay,Tantara
US,91,50,California,Sta. Rita Hills,Matt Kettmann,Jaffurs 2012 Ampelos Syrah (Sta. Rita Hills),Syrah,Jaffurs
New Zealand,85,20,Marlborough,NA,NA,Goldwater 2001 Dog Point Sauvignon Blanc (Marlborough),Sauvignon Blanc,Goldwater
US,88,58,California,Santa Ynez Valley,NA,Millésimé 2007 Bleu Saphir Red (Santa Ynez Valley),Bordeaux-style Red Blend,Millésimé
Australia,87,9,Australia Other,South Eastern Australia,Joe Czerwinski,De Bortoli 2008 DB Family Selection Petite Sirah (South Eastern Australia),Petite Sirah,De Bortoli
US,90,22,California,Dry Creek Valley,Virginie Boone,Dry Creek Vineyard 2014 Heritage Vines Zinfandel (Dry Creek Valley),Zinfandel,Dry Creek Vineyard
US,89,52,California,Paso Robles,Matt Kettmann,Guyomar 2012 Monsignor Red (Paso Robles),Red Blend,Guyomar
US,81,8,California,California,NA,Oak Grove 2009 Reserve Chardonnay (California),Chardonnay,Oak Grove
US,86,35,Oregon,Willamette Valley,Paul Gregutt,Capitello 2005 Pinot Noir (Willamette Valley),Pinot Noir,Capitello
New Zealand,89,15,Marlborough,NA,Joe Czerwinski,Huia 2002 Riesling (Marlborough),Riesling,Huia
US,92,65,California,Mount Veeder,NA,Château Potelle 2009 VGS Zinfandel (Mount Veeder),Zinfandel,Château Potelle
Chile,83,11,Colchagua Valley,NA,Michael Schachner,François Lurton 2013 Hacienda Araucano Cabernet Sauvignon (Colchagua Valley),Cabernet Sauvignon,François Lurton
France,86,15,Beaujolais,Beaujolais-Villages,Roger Voss,Vignerons de Bel Air 2015 Natural  (Beaujolais-Villages),Gamay,Vignerons de Bel Air
France,86,NA,Alsace,Alsace,Roger Voss,Jean Becker 2010 Pinot Gris (Alsace),Pinot Gris,Jean Becker
US,85,18,California,Dry Creek Valley,Virginie Boone,Haraszthy 2013 Zinfandel (Dry Creek Valley),Zinfandel,Haraszthy
France,91,21,Beaujolais,Saint-Amour,Roger Voss,Mommessin 2014 Grandes Mises  (Saint-Amour),Gamay,Mommessin
US,90,42,Washington,Columbia Valley (WA),Paul Gregutt,Dusted Valley 2011 Malbec (Columbia Valley (WA)),Malbec,Dusted Valley
Italy,88,22,Veneto,Valdobbiadene Prosecco Superiore,Kerin O’Keefe,Andreola 2016 Dry  (Valdobbiadene Prosecco Superiore),Glera,Andreola
US,85,28,California,Amador County,NA,IL Gioiello 2006 Morse Vineyards Montepulciano (Amador County),Montepulciano,IL Gioiello
US,84,8,California,California,Jim Gordon,Backhouse 2013 Cabernet Sauvignon (California),Cabernet Sauvignon,Backhouse
Italy,92,87,Piedmont,Barolo,NA,Damilano 2004 Cannubi  (Barolo),Nebbiolo,Damilano
US,84,14,California,Santa Ynez Valley,NA,Koehler 2007 Estate Riesling (Santa Ynez Valley),Riesling,Koehler
US,87,20,Washington,Columbia Valley (WA),Paul Gregutt,Cave B 2011 Estate Sauvignon Blanc (Columbia Valley (WA)),Sauvignon Blanc,Cave B
New Zealand,86,22,Marlborough,NA,Joe Czerwinski,Tohu 2006 Pinot Noir (Marlborough),Pinot Noir,Tohu
US,90,34,Washington,Walla Walla Valley (WA),Paul Gregutt,Gifford Hirlinger 2009 Estate Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Gifford Hirlinger
France,86,28,Bordeaux,Blaye Côtes de Bordeaux,Roger Voss,Château des Tourtes 2014  Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,Château des Tourtes
Spain,87,29,Catalonia,Penedès,Michael Schachner,Agustí Torelló Mata 2010 XII Subirat Parent Malvasia (Penedès),Malvasia,Agustí Torelló Mata
Mexico,87,20,Valle de Guadalupe,NA,Michael Schachner,L.A. Cetto 2008 Private Reserve Petite Sirah (Valle de Guadalupe),Petite Sirah,L.A. Cetto
US,82,20,Washington,Columbia Valley (WA),Paul Gregutt,Maryhill 2005 Cabernet Franc (Columbia Valley (WA)),Cabernet Franc,Maryhill
Spain,93,120,Spain Other,Spain,Michael Schachner,Raventós I Blanc 2007 Manuel Raventós Sparkling (Spain),Sparkling Blend,Raventós I Blanc
Portugal,91,20,Port,NA,Roger Voss,Royal Oporto 2010 Late Bottled Vintage  (Port),Port,Royal Oporto
US,90,25,Washington,Columbia Valley (WA),Sean P. Sullivan,Ancestry 2012 Provocant Heritage Series Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Ancestry
France,90,16,Beaujolais,Morgon,Roger Voss,Vignerons de Bel Air 2011 Le Py  (Morgon),Gamay,Vignerons de Bel Air
US,90,52,California,Livermore Valley,Virginie Boone,"Nottingham Cellars 2009 Casa De Vinas, Reserve Cabernet Sauvignon (Livermore Valley)",Cabernet Sauvignon,Nottingham Cellars
US,89,27,California,El Dorado,Virginie Boone,Miraflores 2010 Estate Zinfandel (El Dorado),Zinfandel,Miraflores
Canada,89,58,Ontario,Niagara Peninsula,Anna Lee C. Iijima,Konzelmann 2007 Icewine Cabernet Sauvignon (Niagara Peninsula),Cabernet Sauvignon,Konzelmann
US,92,54,Oregon,Chehalem Mountains,Paul Gregutt,Carabella 2010 Inchinnan Pinot Noir (Chehalem Mountains),Pinot Noir,Carabella
US,90,40,California,Rutherford,NA,Trinchero 2010 Chicken Ranch Vineyard Merlot (Rutherford),Merlot,Trinchero
US,88,28,Washington,Columbia Valley (WA),Paul Gregutt,Novelty Hill 2011 Stillwater Creek Vineyard Sangiovese (Columbia Valley (WA)),Sangiovese,Novelty Hill
Italy,88,75,Tuscany,Toscana,Kerin O’Keefe,Le Macchiole 2014 Paleo Bianco White (Toscana),White Blend,Le Macchiole
US,88,18,California,Sonoma Coast,Virginie Boone,Folie à Deux 2016 Pinot Gris (Sonoma Coast),Pinot Gris,Folie à Deux
US,94,170,California,Napa Valley,NA,Alpha Omega 2007 ERA Red (Napa Valley),Bordeaux-style Red Blend,Alpha Omega
US,86,40,California,Santa Cruz Mountains,NA,Beauregard 2011 Byington Vineyard Pinot Noir (Santa Cruz Mountains),Pinot Noir,Beauregard
Portugal,90,25,Tejo,NA,Roger Voss,Quinta do Casal Branco 2012 Falcoaria Alicante Bouschet (Tejo),Alicante Bouschet,Quinta do Casal Branco
US,88,42,California,Paso Robles,Matt Kettmann,Eberle 2014 Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Eberle
Germany,87,11,Nahe,NA,Anna Lee C. Iijima,Von Der Leyen 2014 Riesling (Nahe),Riesling,Von Der Leyen
US,87,40,Oregon,Dundee Hills,Paul Gregutt,Stoller 2008 SV Estate Pinot Noir (Dundee Hills),Pinot Noir,Stoller
US,90,44,New York,Long Island,Anna Lee C. Iijima,The Grapes of Roth 2010 Merlot (Long Island),Merlot,The Grapes of Roth
US,90,32,California,Santa Maria Valley,Matt Kettmann,Holus Bolus 2014 Blanc Roussanne (Santa Maria Valley),Roussanne,Holus Bolus
US,91,32,California,St. Helena,Virginie Boone,Ehlers Estate 2016 Sauvignon Blanc (St. Helena),Sauvignon Blanc,Ehlers Estate
US,92,25,California,Paso Robles,Matt Kettmann,San Simeon 2011 Estate Reserve Merlot (Paso Robles),Merlot,San Simeon
US,94,60,Washington,Washington,Paul Gregutt,Quilceda Creek 1999 Merlot (Washington),Merlot,Quilceda Creek
France,90,25,Loire Valley,Saumur-Champigny,Roger Voss,Château de Chaintres 2015 Les Sables  (Saumur-Champigny),Cabernet Franc,Château de Chaintres
US,82,18,America,NA,Virginie Boone,Honora NV Sauvignon Blanc (America),Sauvignon Blanc,Honora
France,89,35,Provence,Bandol,Roger Voss,Domaine de la Tour du Bon 2010 Red (Bandol),Rhône-style Red Blend,Domaine de la Tour du Bon
Italy,88,49,Piedmont,Barolo,Kerin O’Keefe,Boasso 2012 Margheria  (Barolo),Nebbiolo,Boasso
France,87,11,Southwest France,Vin de Pays des Côtes de Gascogne,Roger Voss,Domaine la Hitaire 2008 Les Tours White (Vin de Pays des Côtes de Gascogne),White Blend,Domaine la Hitaire
US,86,30,California,Sonoma Coast,NA,Flocchini 2011 Chardonnay (Sonoma Coast),Chardonnay,Flocchini
South Africa,89,42,Robertson,NA,Lauren Buzzeo,Springfield Estate 2009 Méthode Ancienne Chardonnay (Robertson),Chardonnay,Springfield Estate
France,88,NA,Bordeaux,Haut-Médoc,Roger Voss,Château du Cartillon 2008  Haut-Médoc,Bordeaux-style Red Blend,Château du Cartillon
US,87,60,California,Santa Cruz Mountains,Matt Kettmann,Equinox 2001 Brut Reserve Sparkling (Santa Cruz Mountains),Sparkling Blend,Equinox
Italy,88,26,Tuscany,Chianti Classico,Kerin O’Keefe,Rocca delle Macìe 2014 Tenuta Sant'Alfonso  (Chianti Classico),Sangiovese,Rocca delle Macìe
France,90,33,Burgundy,Pouilly-Loché,Roger Voss,Marcel Couturier 2014 Le Bourg  (Pouilly-Loché),Chardonnay,Marcel Couturier
France,84,12,Bordeaux,Bordeaux Blanc,Roger Voss,Château d'Haurets 2012  Bordeaux Blanc,Bordeaux-style White Blend,Château d'Haurets
Italy,91,NA,Piedmont,Barolo,NA,Barale Fratelli 2005 Vigna Cannubi  (Barolo),Nebbiolo,Barale Fratelli
US,83,22,California,Paso Robles,NA,Martin & Weyrich 2004 Il Vecchio Nebbiolo (Paso Robles),Nebbiolo,Martin & Weyrich
South Africa,87,12,Western Cape,NA,Lauren Buzzeo,Ken Forrester 2011 Petit Chenin Blanc (Western Cape),Chenin Blanc,Ken Forrester
US,89,52,Oregon,Willamette Valley,Paul Gregutt,Fairsing 2014 Sullivan Pinot Noir,Pinot Noir,Fairsing
US,85,11,California,California,NA,Cycles Gladiator 2008 Pinot Noir (California),Pinot Noir,Cycles Gladiator
France,89,24,Loire Valley,Crémant de Loire,Roger Voss,Domaine des Baumard NV Carte Turquoise Brut Sparkling (Crémant de Loire),Sparkling Blend,Domaine des Baumard
US,93,66,California,Santa Lucia Highlands,Matt Kettmann,Testarossa 2014 Doctor's Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Testarossa
Italy,87,15,Southern Italy,Castel del Monte,Kerin O’Keefe,Rivera 2012 Violante Nero di Troia (Castel del Monte),Nero di Troia,Rivera
US,89,18,New York,Finger Lakes,Anna Lee C. Iijima,Thirsty Owl Wine Company 2013 Pinot Noir (Finger Lakes),Pinot Noir,Thirsty Owl Wine Company
Italy,85,15,Veneto,Prosecco,NA,Bottega 2010 MIllesimato Brut Il Vino dei Poeti  (Prosecco),Glera,Bottega
France,86,12,Provence,Côtes de Provence,Roger Voss,Domaine Houchart 2008 Red (Côtes de Provence),Rhône-style Red Blend,Domaine Houchart
US,87,22,California,Alexander Valley,Virginie Boone,Folie à Deux 2012 Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Folie à Deux
US,91,40,Washington,Columbia Valley (WA),Paul Gregutt,Va Piano 2011 Syrah (Columbia Valley (WA)),Syrah,Va Piano
New Zealand,86,17,Marlborough,NA,Joe Czerwinski,Sacred Hill 2014 Pinot Noir (Marlborough),Pinot Noir,Sacred Hill
Chile,84,9,San Clemente,NA,Michael Schachner,Viña Casas Patronales 2007 Cabernet Sauvignon (San Clemente),Cabernet Sauvignon,Viña Casas Patronales
Australia,85,18,Western Australia,Western Australia,NA,Frankland Estate 2002 Poison Hill Vineyard Riesling (Western Australia),Riesling,Frankland Estate
Italy,87,33,Central Italy,Sagrantino di Montefalco,NA,Cantina Tudernum 2003  Sagrantino di Montefalco,Sagrantino,Cantina Tudernum
US,84,10,California,California,NA,Ironstone 2007 Cabernet Sauvignon (California),Cabernet Sauvignon,Ironstone
US,88,17,Oregon,Willamette Valley,NA,Rex Hill 1999 Chardonnay (Willamette Valley),Chardonnay,Rex Hill
Italy,92,60,Southern Italy,Castel del Monte,NA,Rivera 2005 Puer Apuliae Nero di Troia (Castel del Monte),Nero di Troia,Rivera
US,88,30,California,Russian River Valley,Virginie Boone,Longboard 2013 DaKine Vineyard Merlot (Russian River Valley),Merlot,Longboard
Chile,85,24,Casablanca Valley,NA,Michael Schachner,Lapostolle 2013 Cuvée Alexandre Atalayas Vineyard Chardonnay (Casablanca Valley),Chardonnay,Lapostolle
US,93,82,California,Sonoma Coast,Virginie Boone,Williams Selyem 2014 Hirsch Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Williams Selyem
France,88,NA,Burgundy,Puligny-Montrachet,Roger Voss,Louis Latour 2013  Puligny-Montrachet,Chardonnay,Louis Latour
US,93,85,Oregon,Dundee Hills,Paul Gregutt,Scott Paul 2013 Audrey Pinot Noir (Dundee Hills),Pinot Noir,Scott Paul
France,90,45,Alsace,Alsace,Anne Krebiehl MW,Kuentz-Bas 2014 Florimont Grand Cru Pinot Gris (Alsace),Pinot Gris,Kuentz-Bas
France,90,31,Burgundy,Mâcon-Vinzelles,Roger Voss,La Soufrandière 2012 Clos de Grand Père  (Mâcon-Vinzelles),Chardonnay,La Soufrandière
US,88,27,Washington,Columbia Gorge (WA),Sean P. Sullivan,Analemma 2014 Atavus Vineyard Gewürztraminer (Columbia Gorge (WA)),Gewürztraminer,Analemma
Italy,90,NA,Piedmont,Barbaresco,Kerin O’Keefe,Adriano Marco & Vittorio 2012 Sanadaive  (Barbaresco),Nebbiolo,Adriano Marco & Vittorio
US,91,29,Washington,Yakima Valley,Paul Gregutt,Maison Bleue 2008 Boushey Vineyard Le Midi Grenache (Yakima Valley),Grenache,Maison Bleue
US,87,15,California,Paso Robles,Matt Kettmann,Castoro Cellars 2013 Estate Sauvignon Blanc (Paso Robles),Sauvignon Blanc,Castoro Cellars
US,88,17,Oregon,Willamette Valley,Paul Gregutt,Benton-Lane 2009 Pinot Gris (Willamette Valley),Pinot Gris,Benton-Lane
Italy,87,30,Central Italy,Verdicchio dei Castelli di Jesi Classico,Kerin O’Keefe,Casalfarneto 2010 Riserva Crisio  (Verdicchio dei Castelli di Jesi Classico),Verdicchio,Casalfarneto
Italy,86,24,Tuscany,Toscana,Kerin O’Keefe,Castello di Poppiano 2014 Toscoforte Red (Toscana),Red Blend,Castello di Poppiano
Italy,88,41,Piedmont,Barbaresco,Kerin O’Keefe,Ada Nada 2012 Valeirano  (Barbaresco),Nebbiolo,Ada Nada
US,86,20,New York,North Fork of Long Island,Anna Lee C. Iijima,Peconic Bay Winery 2009 Lot #2 Red (North Fork of Long Island),Bordeaux-style Red Blend,Peconic Bay Winery
France,86,26,Burgundy,Saint-Véran,Roger Voss,Collovray et Terrier 2012 Les Vignes de Joanny  (Saint-Véran),Chardonnay,Collovray et Terrier
US,88,16,California,Sonoma Coast,NA,Valley of the Moon 2009 Chardonnay (Sonoma Coast),Chardonnay,Valley of the Moon
US,93,39,Oregon,Ribbon Ridge,Paul Gregutt,Chehalem 2015 RR Riesling (Ribbon Ridge),Riesling,Chehalem
US,85,12,California,Monterey,NA,Jekel 2009 Riesling (Monterey),Riesling,Jekel
Spain,87,17,Catalonia,Cava,Michael Schachner,Parés Baltà NV Brut Sparkling (Cava),Sparkling Blend,Parés Baltà
France,85,NA,Bordeaux,Pessac-Léognan,Roger Voss,Château Haut Nouchet 2013  Pessac-Léognan,Bordeaux-style Red Blend,Château Haut Nouchet
US,91,13,California,Monterey County,Matt Kettmann,Esser 2012 Chardonnay (Monterey County),Chardonnay,Esser
US,84,28,California,Sonoma Mountain,Virginie Boone,Barber 2014 Mr Beast Topolos Vineyard Zinfandel (Sonoma Mountain),Zinfandel,Barber
US,91,36,California,Yorkville Highlands,NA,Maple Creek 2007 Estate Chardonnay (Yorkville Highlands),Chardonnay,Maple Creek
US,88,20,California,Lodi,Jim Gordon,Ironstone 2010 Reserve Malbec (Lodi),Malbec,Ironstone
Australia,85,26,South Australia,Clare Valley,Joe Czerwinski,Pauletts 2004 Andreas Polish Hill River Syrah (Clare Valley),Syrah,Pauletts
US,91,40,Washington,Columbia Valley (WA),Sean P. Sullivan,Chateau Ste. Michelle 2013 Ethos Reserve Late Harvest Riesling (Columbia Valley (WA)),Riesling,Chateau Ste. Michelle
Italy,86,16,Veneto,Prosecco di Conegliano e Valdobbiadene,NA,Col Vetoraz Spumanti NV Brut  (Prosecco di Conegliano e Valdobbiadene),Prosecco,Col Vetoraz Spumanti
Spain,88,15,Northern Spain,Rioja,Michael Schachner,Milenrama 2011 Crianza  (Rioja),Tempranillo,Milenrama
Greece,88,12,Atalanti Valley,NA,Susan Kostrzewa,Hatzimichalis 2015 Lefkos White (Atalanti Valley),White Blend,Hatzimichalis
Chile,88,17,Maipo Valley,NA,NA,Carmen 1998 Reserve Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Carmen
Italy,87,45,Central Italy,Montefalco Sagrantino,Kerin O’Keefe,Tenuta Alzatura 2010  Montefalco Sagrantino,Sagrantino,Tenuta Alzatura
France,89,18,Southwest France,Cahors,Roger Voss,Château de Hauterive 2010 Chemin de Compostelle Malbec (Cahors),Malbec,Château de Hauterive
Germany,88,34,Rheingau,NA,Anna Lee C. Iijima,Peter Jakob Kühn 2013 Quarzit Trocken Riesling (Rheingau),Riesling,Peter Jakob Kühn
US,87,60,Washington,Columbia Valley (WA),Paul Gregutt,Feather 2006 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Feather
US,89,45,California,Napa Valley,NA,Altamura 2004 Sangiovese (Napa Valley),Sangiovese,Altamura
Italy,86,14,Tuscany,Chianti Classico,Kerin O’Keefe,Castello di Querceto 2012  Chianti Classico,Red Blend,Castello di Querceto
US,91,44,California,Napa Valley,NA,V. Sattui 2008 Vittorio's Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,V. Sattui
France,94,NA,Burgundy,Corton Vergennes,Roger Voss,Jean-Luc and Paul Aegerter 2015  Corton Vergennes,Pinot Noir,Jean-Luc and Paul Aegerter
